id,job_title,career_level,experience_level,education_level,skills
1580,Operations Analyst,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['team process', 'business process', 'computer science', 'cloud technology', 'verbal communication skill', 'analytical thinking', 'problem solve', 'reach', 'operations', 'support activities', 'collaborate', 'plan test', 'compile', 'improve performance', 'management', 'workflow', 'automated', 'automate']"
1581,Area Marketing Coordinator - Medan,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),"['marketing communication', 'visual merchandising', 'managing', 'plan', 'planning', 'branding']"
1585,APOTEKER,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),"['audit internal', 'dip', 'oss', 'keras']"
1589,ERP Functional Consultant,Pegawai (non-manajemen & non-supervisor),3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['business requirement', 'system design', 'business process', 'project implementation', 'data migration', 'design specification', 'change request', 'datum cleansing', 'computer science', 'information system', 'sap business one', 'team orient', 'analytical skill', 'erp', 'systems processes', 'translate', 'designated processes', 'implementation project', 'project solution', 'blueprint', 'execute', 'best practices', 'customer requirements', 'management', 'advises', 'assist users', 'transactional data', 'data set', 'finance', 'software product', 'acumatica', 'motivated team', 'leadership', 'english', 'bahasa', 'software products']"
1591,ELECTRIC ENGINEERING STAFF,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['electrical engineering', 'english', 'communication skill', 'radio communication', 'electrical installations electrical', 'panels', 'electrical', 'read', 'communication']"
1593,.Net Developer,Supervisor/Koordinator,3 tahun,Sarjana (S1),"['software documentation', 'feasibility study', 'computer science', 'information technology', 'collaboration tool', 'azure devops', 'customer relationship management', 'relationship management', 'crm', 'asp', 'coordinating', 'design system', 'reviewing code', 'acting', 'subject matter', 'engineering computer', 'telecommunication', 'management', 'net core', 'programming', 'agile development', 'scrum', 'jira', 'sql', 'security management', 'session', 'best practices', 'git']"
1594,Legal Specialist,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),"['master of law', 'act', 'planned', 'draft', 'arbitration', 'communications skills', 'english', 'license']"
1598,HC Staff,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['petty cash', 'computer literacy', 'event planning', 'goal orient', 'supervision', 'operational', 'budget', 'finance', 'operational report', 'recruitment process', 'sourcing', 'onboarding', 'management', 'psychology', 'sap system', 'communication']"
1600,Accounting Finance Officer,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['japanese', 'consultant', 'accounting', 'finance', 'accounting tax', 'english', 'writing', 'reading', 'communication', 'calculation', 'prepare documents']"
1601,HR Executive - Marketing Skills Development,Supervisor/Koordinator,3 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['capability development', 'talent acquisition', 'talent management', 'leadership development', 'industrial relation', 'organizational effectiveness', 'case', 'non management', 'level management', 'java', 'executing', 'operational', 'agenda', 'marketing field', 'professional', 'accountable', 'regional manager', 'planning', 'onboarding', 'development program', 'manager', 'managers', 'transaction processes', 'data quality', 'plan', 'leadership', 'sales', 'execute', 'data analysis', 'teamwork', 'communication', 'english', 'innovation', 'sustainable', 'collaborating']"
1602,Admin Mall - Palembang Icon,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['clerical work', 'cost reduction', 'problem solve', 'office management', 'presentations', 'high level', 'scheduling', 'coordinating', 'budgeting', 'spreadsheet', 'tracking', 'managers', 'management', 'workflow', 'coordination', 'schedules', 'coordinate', 'compile', 'audit report', 'logbook', 'teamwork']"
1603,Sales Manager-Forklift PT Universal Traktor Indonesia,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),"['shipyard', 'sales', 'bahasa', 'presentation']"
1604,React Frontend Engineer,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['software development', 'technical documentation', 'computer science', 'web page', 'semantic html', 'react native', 'css', 'writing', 'scalable', 'testable', 'translating', 'user requirements', 'high performance', 'cross functional teams', 'monitoring systems', 'systems performance', 'write', 'manage technical', 'graphql', 'parses', 'javascript', 'english', 'agile development', 'agile']"
1605,Quality Assurance Junior Specialist,Pegawai (non-manajemen & non-supervisor),,Sarjana (S1),"['quality management', 'catia', 'electrical industrial', 'mechanical', 'mechatronic', 'autocad', 'mechanical drawing']"
1606,Insurance Consultant (SUMATERA),Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)","['financial planning', 'financial institution', 'financial solution', 'investment', 'sales', 'bank', 'communication skill']"
1607,Logistic Staff MEDAN,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['supply chain', 'supply chain management', 'warehouse management', 'inventory management', 'logistic', 'management warehouse', 'hokkien']"
1609,VR/ AR Developer,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['computer science', 'information technology', 'unreal engine', 'problem solve', 'critical thinking', 'oop', 'c', 'communication', 'integrate']"
1613,Production Manager,Manajer/Asisten Manajer,5 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['production management', 'risk management', 'time management', 'decision make', 'production planning', 'production schedule', 'material flow', 'progress report', 'microsoft office', 'technical support', 'complaint investigation', 'engineering industrial', 'production manager', 'leadership', 'english written', 'supervise', 'directing controlling', 'coordinating', 'operational', 'schedules', 'tracking', 'planning', 'forecasts', 'skill', 'administration skills', 'integration', 'positive', 'purchase', 'coordinate', 'corrective action']"
1614,CUSTOMER SERVICE & PRICING.,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['english', 'communication', 'negotiation', 'sales', 'negotiate', 'inquiries']"
1615,Junior Accountant,Pegawai (non-manajemen & non-supervisor),5 tahun,Sarjana (S1),"['financial statement', 'operating cost', 'business structure', 'tax return', 'accounting system', 'internal control', 'control system', 'cash flow', 'financial risk', 'accounting', 'management', 'governing', 'investigations', 'audits', 'advises', 'purchase', 'sale', 'financing', 'plans', 'operations', 'prepares tax', 'appraise', 'investment']"
1616,IOS Developer,Pegawai (non-manajemen & non-supervisor),2 tahun,Tidak terspesifikasi,"['computer science', 'software development', 'ios development', 'objective c', 'cocoa touch', 'performance tuning', 'back end', 'landscape architecture', 'unit testing', 'ios developer', 'swift', 'threading', 'libraries', 'git', 'mobile development', 'agile development', 'cross functional teams', 'test code', 'usability']"
1617,Head Chef,Tidak Terspesifikasi,,Tidak terspesifikasi,"['management planning', 'management function', 'planning', 'actuating']"
1618,Civil Design Engineer,Pegawai (non-manajemen & non-supervisor),10 tahun,Sarjana (S1),"['civil engineering', 'shop draw', 'civil design', 'consulting', 'power plant', 'design engineer', 'teamwork', 'communication skill', 'english', 'international code standard', 'certificate', 'file', 'construction', 'drawing', 'calculation', 'structure hydraulics', 'schedule']"
1619,Sales Engineer,Pegawai (non-manajemen & non-supervisor),2 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['sale order', 'brand', 'machinery', 'market line', 'communication', 'pump', 'agile', 'sales']"
1620,ELECTRICAL TECHNICIAN (IOT INDUSTRY),Supervisor/Koordinator,3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['control panel', 'electronic engineering', 'microsoft office', 'ats', 'power supply', 'engineering electrical', 'mechatronic', 'bahasa', 'electrical engineer', 'java']"
1622,Head Of Marketing Oma Elly,CEO/GM/Direktur/Manajer Senior,7 tahun,Sarjana (S1),"['marketing strategy', 'social medium', 'market research', 'plan', 'execute', 'brand', 'manage', 'marketing plan', 'sales', 'refine', 'interrogating', 'new business', 'omni']"
1628,Assistant Production Manager,Manajer/Asisten Manajer,5 tahun,Tidak terspesifikasi,"['quality control', 'analytical thinking', 'operation manager', 'adaptability', 'production quality', 'administration record', 'procurement', 'production manager', 'leadership', 'communication', 'self motivated', 'vaccinated', 'english', 'bahasa']"
1631,Accounting Staff,Supervisor/Koordinator,1 tahun,Sarjana (S1),"['balance sheet', 'accounting system', 'management reports', 'journal', 'accruing', 'numbers', 'accounting', 'finance', 'management', 'operate', 'integrated', 'communication', 'teamwork']"
1632,SAP FICO Functional Consultant,Supervisor/Koordinator,3 tahun,Sarjana (S1),"['computer science', 'information technology', 'sap hana', 'accounting', 'english']"
1634,Digital Marketing,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['adobe photoshop', 'adobe illustrator', 'adobe after effect', 'visual']"
1635,Sales Planning & Expansion Manager,Manajer/Asisten Manajer,5 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['sale operation', 'commercial banking', 'trade finance', 'credit risk', 'managing', 'planning', 'training program', 'sourcing', 'aquaculture', 'sales', 'compile', 'banking', 'social', 'managing commercial', 'multitasking', 'communication', 'bahasa', 'english']"
1637,Front End Developer,Manajer/Asisten Manajer,2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['preventive action', 'progress report', 'information technology', 'business unit', 'root cause', 'documentations based', 'investigation', 'software engineer', 'banking', 'finance', 'java', 'angular', 'react']"
1639,ICT TEACHER,Pegawai (non-manajemen & non-supervisor),5 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['computer science', 'information technology', 'work with child', 'akta', 'prioritized', 'teaching', 'communicate', 'write', 'accountable', 'lesson plans', 'scheme', 'visual', 'instructed', 'subject matter', 'professional', 'image']"
1641,Product Marketing Associate (GreatNusa),Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['marketing communication', 'detail orient', 'microsoft office', 'microsoft excel', 'market trend', 'communicate', 'operate', 'microsoft power', 'translate', 'targeted', 'coordinating']"
1642,Site Engineer ( Civil ) - Cikarang,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['civil engineering', 'construction', 'requisition', 'reports designs', 'site designs', 'communication']"
1643,STAFF PURCHASING,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['warehouse management', 'bahasa', 'english', 'non', 'purchasing', 'process purchasing', 'purchases', 'business operational']"
1644,Junior Product Manager for Dermatology Products,Supervisor/Koordinator,3 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['product management', 'medical science', 'brand management', 'pharmaceutical', 'dermatology', 'marketing plan', 'budget', 'innovative', 'training program', 'sales', 'forecast', 'pharmacology', 'track', 'positive', 'communications skill', 'presentation']"
1646,CAD Operator,Pegawai (non-manajemen & non-supervisor),3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['technical report', 'working drawings', 'construction setting', 'infrastructure', 'editing', 'drawings', 'drawing', 'construction', 'consultant', 'statistics', 'operator', 'autocad']"
1648,Regional Sales Supervisor (MANDARIN SPEAKER),Supervisor/Koordinator,1 tahun,Sarjana (S1),"['communication', 'translating', 'sales', 'finance', 'accountancy', 'banking', 'management marketing', 'java']"
1649,Product Manager,Manajer/Asisten Manajer,5 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['food technology', 'food quality', 'quality management', 'analytical thinking', 'monitor process', 'streamlining', 'translating', 'training program', 'handling food', 'communication']"
1650,Senior Talent Manager,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),"['value chain', 'client service', 'talent acquisition', 'data collection', 'employee relation', 'performance management', 'management process', 'esports', 'leadership team', 'talent manager', 'long term', 'visionary', 'food', 'growth plan', 'manager team', 'appraise', 'manage', 'plans', 'quarterly reports', 'sustainable', 'onboarding', 'employee related', 'appraisals']"
1651,Staff Videografer dan Editing,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['editing video', 'software video', 'adobe premiere', 'visual']"
1652,"Senior Manager, Merchant Engagement Strategy",Tidak Terspesifikasi,,Tidak terspesifikasi,"['capacity planning', 'business sense', 'strategic planning', 'problem solve', 'project management', 'manager', 'engagement strategy', 'planning', 'engagement strategies', 'collaborate', 'calculate', 'canvassers', 'track', 'executable plans', 'build plans', 'instruction', 'approach experienced', 'sql', 'tableau', 'digitization', 'brainstorm']"
1653,Site Project Control,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['reporting progress', 'timeline', 'milestones', 'refrigeration', 'electrical', 'physics', 'construction', 'communicate', 'english']"
1654,Senior Procurement - Finance Support,Tidak Terspesifikasi,,Tidak terspesifikasi,"['purchasing process', 'purchase requisition', 'vendor contract', 'procurement management', 'management accounting', 'legal knowledge', 'reach', 'collaborative', 'business relationship', 'purchase', 'procurement', 'manage', 'good receipts', 'acts', 'brand', 'collaborate', 'accountability', 'build relationships', 'english', 'bahasa', 'communication', 'analytic', 'negotiation']"
1656,Area Sales Manager Food Service Region 1 (Jakarta dan Area Sumatera),Manajer/Asisten Manajer,5 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['food service', 'leadership', 'food', 'closing', 'sales']"
1660,Sales Supplier Executive (Yogyakarta),Supervisor/Koordinator,2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)","['promo', 'sales', 'banking', 'c']"
1661,Project Manager - Interior Design,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),"['interior design', 'targets', 'operation', 'plan', 'resolve problems', 'installation', 'architecture interior', 'projects project', 'leadership', 'solve problems']"
1662,Area Sales & Promotion Coordinator - Sulawesi (FMCG),Supervisor/Koordinator,5 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['sale promotion', 'microsoft office', 'analytical skill', 'operate', 'point', 'point pivot', 'leadership']"
1663,Sales Supervisor Lhokseumawe,Supervisor/Koordinator,5 tahun,Sarjana (S1),"['expense report', 'market area', 'analytical thinking', 'professional', 'sales', 'management build', 'customer relationships', 'forecast', 'manager', 'supervise', 'sales performance', 'plan', 'managing controlling', 'energetic', 'target oriented', 'leadership', 'communication', 'negotiation', 'sales retail', 'english']"
1665,Project Administration,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['autocad', 'sketchup', 'schedule', 'project manager', 'timeline']"
1666,Project Coordinator,Supervisor/Koordinator,3 tahun,Sarjana (S1),"['market research', 'mechanical engineering', 'self starter', 'english language', 'targeted', 'planning', 'schedule', 'budget', 'investigate', 'long terms', 'engineering mechanical', 'project coordinator', 'oil gas', 'presentation', 'sales', 'analytical', 'positive']"
1667,Associate Business Manager (GT) - Lhoksemawe & Langsa,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),"['business process', 'stock management', 'account management', 'sales', 'operation', 'plan', 'targeted', 'schedule', 'activities based', 'merchandiser', 'coordinate', 'track', 'grading', 'sales retail', 'leadership communication', 'communication skill', 'agile']"
1671,Senior Fullstack Developer (Remote),Supervisor/Koordinator,3 tahun,Sarjana (S1),"['software development', 'node js', 'front end', 'react redux', 'relational database', 'server side', 'web development', 'api management', 'api gateway', 'html', 'css', 'leadership', 'teach', 'design quality', 'test plans', 'collaborate', 'best practices', 'scalable', 'maintainable code', 'microservices', 'javascript', 'development e', 'nosql', 'mysql', 'redis', 'mongodb', 'elasticsearch', 'tools e', 'jenkins', 'bamboo', 'apigee', 'docker', 'typescript', 'working environment']"
1672,Videographer,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['adobe photoshop', 'research', 'videography', 'editing video', 'software video']"
1676,Commercial Legal Specialist,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['supply chain', 'supply chain management', 'high leadership', 'teamwork', 'english', 'draft', 'operations commercial', 'activity report']"
1677,"IT Infrastructure (Network, hardware, software)",Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['active directory', 'computer science', 'information technology', 'pptp', 'cctv', 'install', 'installation', 'communication', 'c']"
1678,System Analyst and Programmer (Application Development),Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['web service', 'soap', 'api', 'android', 'visual studio', 'php', 'mariadb', 'json']"
1679,Software Engineer Manager,Manajer/Asisten Manajer,5 tahun,Tidak terspesifikasi,"['manage', 'product team', 'managing', 'php', 'database structure', 'github']"
1681,Marketing (COWAY YOUTH ASSOCIATION),Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,Sarjana (S1),"['event management', 'program designed', 'management', 'sales', 'merchandise', 'atl', 'collaborate', 'cross functional teams', 'advertising', 'communication', 'english']"
1682,Finance Operations Administration Staff,Tidak Terspesifikasi,,Tidak terspesifikasi,"['petty cash', 'analytical thinking', 'validating', 'english', 'bahasa', 'energetic', 'detail orientation', 'communication', 'analytical']"
1683,CTO - Series D Startup,CEO/GM/Direktur/Manajer Senior,12 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['write communication', 'computer science', 'software engineering', 'information technology', 'innovations', 'stage', 'best practices', 'scalability', 'support business', 'managing', 'collaboration', 'leadership', 'scale', 'mobile applications', 'leadership management']"
1684,Relationship Manager Business Banking - Bandung,Supervisor/Koordinator,2 tahun,Sarjana (S1),"['business partner', 'business acumen', 'problem solve', 'banking', 'loan', 'communication', 'analytical']"
1686,HSE Staff,Pegawai (non-manajemen & non-supervisor),4 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)","['ohsas', 'management plan', 'jmp', 'plan', 'shackle']"
1690,.Net Software Engineer (Middle - Senior),Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['warehouse management', 'warehouse management system', 'management system', 'warehouse automation', 'asp net', 'problem solve', 'supply chain', 'consultancy', 'transport system', 'software application', 'c', 'consultant', 'system based', 'sql', 'programming', 'git', 'communicate', 'english', 'locking', 'logistics', 'robotic automation']"
1692,Head of Partnership (Transport),Tidak Terspesifikasi,,Tidak terspesifikasi,"['strategic partnership', 'public transport', 'business development', 'airport authority', 'managing strategic', 'manage key', 'manage', 'energetic', 'close working', 'operators', 'managed', 'collaborating', 'operations', 'market planning', 'track', 'negotiating', 'locking', 'license', 'operate', 'new product', 'collaboration', 'integrating', 'public transportation', 'plan']"
1693,Test & QA,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['test case', 'test management', 'analytical skill', 'api', 'writing', 'curiosity', 'investigating', 'javascript', 'json', 'postman', 'automation testing', 'mobile testing', 'appium', 'selenium', 'programming']"
1695,CTS Quotation Intern,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['management system', 'microsoft office', 'collecting', 'quotation', 'sales', 'template', 'operate', 'english', 'presentation', 'communication skills']"
1696,Lead Software Engineer (Backend)- Groceries,Tidak Terspesifikasi,,Tidak terspesifikasi,"['product management', 'business requirement', 'stakeholder communication', 'user preference', 'user experience', 'functional programming', 'low latency', 'agile methodology', 'test engineering', 'oop', 'tdd', 'software engineer', 'product development', 'scale', 'collaborate', 'product teams', 'android', 'innovations', 'presented', 'build systems', 'leadership', 'scalable', 'reliable', 'fault tolerant', 'execute', 'cross functional teams', 'devops', 'manage stakeholder', 'developing testing', 'sql', 'linux', 'unix', 'design experience', 'design patterns', 'nosql', 'newest product', 'software managers', 'software product', 'product managers', 'managers designers', 'food', 'recipes', 'zoom', 'cooking']"
1697,Procurement - QS Supervisor PT. PanaHome Deltamas Indonesia,Supervisor/Koordinator,2 tahun,Sarjana (S1),"['purchase requisition', 'real estate', 'self starter', 'price analysis', 'erp', 'planning', 'purchase', 'negotiation', 'procurement', 'economics', 'management', 'communication skill', 'civil software']"
1698,Staff Accounting,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['balance sheet', 'time management', 'accounting software', 'operations', 'accounting', 'executing', 'reconciliation', 'receivable', 'finance', 'prioritize']"
1700,Accounting and Finance Intern,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,Tidak terspesifikasi,"['accounting', 'finance intern', 'manager', 'economy', 'english', 'supervision', 'adaptable', 'positive', 'target oriented']"
1701,SUPERVISOR PROJECT CCTV & ACCESS CONTROL,Supervisor/Koordinator,3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['access control', 'cctv', 'fire protection', 'fire alarm fire', 'keras', 'planning', 'klik']"
1702,Senior Reliability Engineer,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),"['mechanical engineering', 'industrial engineering', 'electric utility', 'plant identification', 'microsoft office', 'physic engineering', 'engineering industrial', 'senior engineer', 'reliability', 'presentations']"
1704,Software Engineer,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,"['computer science', 'node js', 'developing web', 'web app', 'vue']"
1705,Web Developer,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['asp net', 'engineering computer', 'telecommunication', 'php', 'mysql', 'javascript', 'non']"
1706,Assistant HR Manager Factory,Manajer/Asisten Manajer,8 tahun,Sarjana (S1),"['human resource management', 'resource management', 'industrial relation', 'psychology', 'general functions', 'recruitment training', 'training development']"
1710,Senior Sales Executive (Industry),Supervisor/Koordinator,3 tahun,Sarjana (S1),"['customer satisfaction', 'market intelligence', 'market research', 'target market', 'marketing communication', 'sale presentation', 'food technology', 'business acumen', 'english language', 'encompass', 'plan', 'effective sales', 'sales', 'structure product', 'brainstorm', 'exhibition', 'ad hoc', 'biology', 'dietetics', 'communication', 'presentation', 'negotiation', 'resourceful', 'best practice']"
1713,Senior Finance Accounting Manager (must be CA/CPA),CEO/GM/Direktur/Manajer Senior,5 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['cash flow', 'finance', 'accounting', 'manager', 'accounting manager', 'plan', 'budgeting', 'audit', 'communication', 'english', 'writing']"
1714,Survey Staff,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,"['plan', 'management', 'communication', 'adapt', 'working environment', 'english']"
1715,SALES MANAGER,Manajer/Asisten Manajer,2 tahun,Sarjana (S1),"['sale process', 'market analysis', 'analytical thinking', 'problem solve', 'negotiating', 'presentations', 'quotations', 'coordinate', 'sales', 'accounts', 'reports', 'planning', 'sales manager', 'visual', 'lighting industry', 'communication skills', 'planning communicating', 'teamwork']"
1716,Computer/ ICT  Teacher,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['software development', 'web development', 'php framework', 'css', 'bahasa', 'programming', 'codeigniter', 'laravel', 'mysql', 'framework css', 'bootstrap', 'javascript']"
1718,Talent Acquisition & Training Development,Pegawai (non-manajemen & non-supervisor),3 tahun,Tidak terspesifikasi,"['microsoft office', 'talent acquisition', 'organizational development', 'talent management', 'management process', 'hris', 'english', 'recruitment process', 'training management', 'psychological test', 'positive', 'managers', 'development program', 'mutation', 'business unit', 'analysis process']"
1719,MECHANICAL PRODUCT DESIGN ENGINEERING (R&D SECTION),Pegawai (non-manajemen & non-supervisor),,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)","['mechanical drawing', 'mechanical', 'mechanical design', 'read', 'schedule', 'communication', 'english', 'engineering manufacturing', 'engineering document']"
1720,APP Content Supervisor (OPPO Indonesia),Supervisor/Koordinator,3 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['adobe photoshop', 'graphic design', 'operation', 'e learning', 'article', 'planning', 'english', 'writing', 'creative']"
1728,Production Supervisor,Supervisor/Koordinator,3 tahun,Sarjana (S1),"['time management', 'problem solve', 'lean six sigma', 'management system', 'leadership', 'budget']"
1729,Site Manager,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),"['problem solve', 'construction management', 'write communication', 'infrastructure', 'construction', 'schedules', 'weathers', 'coordinate', 'write', 'drawings', 'engineering construction', 'budgeting', 'managing construction', 'construction material', 'procurement']"
1730,Senior Supervisor in the Business Development,Supervisor/Koordinator,3 tahun,Sarjana (S1),"['financial statement', 'joint venture', 'business administration', 'accounting', 'economics', 'banking', 'read', 'write', 'operate', 'japanese', 'credit application', 'cooperate', 'financing', 'targets', 'collection']"
1732,People Lead,Manajer/Asisten Manajer,4 tahun,Sarjana (S1),"['focus group', 'conflict resolution', 'business continuity', 'employee relation', 'talent acquisition', 'performance management', 'training and development', 'act', 'human resources', 'mediate', 'positive', 'human resource', 'reliable', 'contact point', 'working groups', 'consultation', 'managers', 'budgets', 'remuneration', 'communications', 'manager', 'operation', 'cascade', 'business risks', 'management team', 'execute', 'communicate', 'performance manager', 'motivated team', 'teamwork', 'supervise', 'collaboration', 'leadership', 'communication', 'brand']"
1737,HSE Staff,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['food safety', 'management system', 'bahasa', 'social audit', 'audit']"
1738,Accounting - Jakarta (WIP),Tidak Terspesifikasi,,Tidak terspesifikasi,"['accounting', 'english', 'positive attitude', 'communication computer']"
1740,Creative Graphic Designer - Yogyakarta,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['motion graphic', 'social medium', 'online advertising', 'graphic design', 'designing experience', 'creative', 'creatively', 'design graphics', 'design concepts', 'conceptual', 'visual', 'interact communicate', 'illustrator', 'multimedia', 'non', 'arts creative']"
1741,Claim Officer,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['microsoft office', 'claim', 'detail orientation', 'keras', 'teamwork']"
1744,Technical Support System Engineer Managed Services,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['manage service', 'html', 'tcp', 'php', 'virtualization vmware', 'bahasa']"
1745,PPIC Staff,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['industrial engineering', 'material requirement plan', 'excel formula', 'production process', 'procurement']"
1746,Product Specialist,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['product support', 'product demonstration', 'critical care', 'medical device', 'sales', 'exhibitions', 'survey', 'accounts', 'communication skills', 'english', 'nurse', 'chemistry']"
1751,Software Architecture,Supervisor/Koordinator,4 tahun,Sarjana (S1),"['system integration', 'computer science', 'software engineering', 'software development', 'software architecture', 'architecture framework', 'database design', 'problem solve', 'project management', 'interpersonal communication', 'write communication', 'research', 'high level', 'level product', 'design documents', 'workflow', 'blueprints', 'maintainability', 'collaborative', 'agile', 'programming languages', 'php', 'python', 'javascript', 'professional certification', 'diagramming', 'devops', 'creative', 'team effectively', 'leadership', 'visual']"
1752,SALES ENGINEER,Pegawai (non-manajemen & non-supervisor),,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['microsoft office', 'apa', 'estimator', 'sales']"
1754,Business Development Manager (Pharma/OTC),CEO/GM/Direktur/Manajer Senior,6 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['business development', 'unique selling proposition', 'account management', 'new business', 'cold call', 'organization research', 'build relationships', 'develop proposals', 'positive', 'negotiate', 'image', 'client', 'consult', 'level management', 'new products', 'sales', 'pharmaceutical', 'communication skills', 'communicate', 'management', 'english', 'bahasa']"
